"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WESD","WESF"
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-04-30",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-05-01",,,"0.14","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-05-02",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-05-03",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-05-04",,,"0.05","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-05-05",,,"0.12","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-05-06",,,"0.06","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-05-07",,,"0.07","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-05-08",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-05-09",,,"0.02","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-05-10",,,"0.23","0.0","0.0",,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-05-11",,,"0.00","0.0","0.0",,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-05-12",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-05-13",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-05-14",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-05-15",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-05-16",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-05-17",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-05-18",,,"0.01","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-05-19",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-05-20",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-05-21",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-05-22",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-05-23",,,"0.01","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-05-24",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-05-25",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-05-26",,,"0.01","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-05-27",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-05-28",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-05-29",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-05-30",,,"0.11","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-05-31",,,"0.01","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-06-01",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-06-02",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-06-03",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-06-04",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-06-05",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-06-06",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-06-07",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-06-08",,,"0.05","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-06-09",,,"0.01","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-06-10",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-06-11",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-06-19",,,"0.01","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-06-20",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-06-21",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-06-22",,,"0.09","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-06-23",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-06-24",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-06-25",,,"0.51","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-06-26",,,"0.01","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-06-27",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-06-28",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-06-29",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-06-30",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-07-01",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-07-02",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-07-03",,,"0.05","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-07-04",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-07-05",,,"0.32","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-07-06",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-07-07",,,"0.12","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-07-08",,,"0.31","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-07-09",,,"0.63","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-07-10",,,"0.18","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-07-11",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-07-12",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-07-13",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-07-14",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-07-18","    4","0.01",,,,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-07-19",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-07-20",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-07-21",,,"0.02","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-07-22",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-07-23",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-07-24",,,"0.02","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-07-25",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-07-26",,,"0.09","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-07-27",,,"0.01","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-07-28",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-07-29",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-07-30",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-07-31",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-08-01",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-08-02",,,"0.17","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-08-08","    6","0.50",,,,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-08-09",,,"0.01","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-08-10",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-08-11",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-08-12",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-08-13",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-08-14",,,"0.68","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-08-15",,,"0.15","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-08-16",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-08-17",,,"0.21","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-08-18",,,"0.01","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-08-19",,,"0.04","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-08-20",,,"0.59","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-08-21",,,"0.01","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-08-22",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-08-23",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-08-24",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-08-25",,,"0.02","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-08-26",,,"0.06","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-08-27",,,"0.15","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-08-28",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-08-29",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-08-30",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-08-31",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-09-01",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-09-05","    4","0.03",,,,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-09-06",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-09-07",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-09-08",,,"0.03","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-09-09",,,"0.09","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-09-10",,,"0.01","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-09-11",,,"0.01","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-09-12",,,"0.15","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-09-13",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-09-14",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-09-15",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-09-16",,,"0.01","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-09-29",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-09-30",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-10-01",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-10-02",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-10-03",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-10-04",,,"0.04","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-10-05",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-10-06",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-10-07",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-10-08",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-10-09",,,"0.05","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-10-10",,,"0.41","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-10-11",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-10-12",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-10-13",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-10-14",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-10-15",,,"0.03","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-10-16",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-10-17",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-10-20","    3","0.61",,,"0.0",,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-10-21",,,"0.39","3.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-10-22",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-10-23",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-10-24",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-10-25",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-10-26",,,"0.72","2.5",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-10-27",,,"0.58","2.6",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-10-28",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-10-29",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-10-30",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-10-31",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-11-01",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-11-02",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-11-03",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-11-04",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-11-05",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-11-06",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-11-07",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-11-08",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-11-09",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-11-10",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-11-11",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-11-12",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-11-13",,,"0.02","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-11-14",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-11-15",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-11-16",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-11-17",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-11-18",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-11-19",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-11-20",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-11-21",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-11-22",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-11-23",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-11-24",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-11-25",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-11-26",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-11-27",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-11-28",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-11-29",,,"0.40","4.0","4.0",,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-11-30",,,"0.16","2.0","5.0",,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-12-01",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-12-02",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-12-03",,,"0.08","1.7",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-12-04",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-12-05",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-12-06",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-12-07",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-12-08",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-12-09",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-12-10",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-12-11",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-12-12",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-12-13",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-12-14",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-12-15",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-12-16",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-12-17",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-12-18",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-12-19",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-12-20",,,"0.05","0.7",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-12-21",,,"0.99","23.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-12-22",,,"0.12","1.5",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2006-12-25","    3","0.05",,,"13.0",,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2007-01-01",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2007-01-02",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2007-01-03",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2007-01-04",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2007-01-05",,,"0.27","4.5",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2007-01-06",,,"0.26","3.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2007-01-07",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2007-01-08",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2007-01-09",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2007-01-10",,,"0.00","0.0",,,,,,
"US1CODN0030","DENVER 8 SSW, CO US","39.6318","-105.0463","1680.1","2007-01-11",,,"0.00","0.0",,,,,,
